No.,논문명,저자명,발행기관명,간행물명,권,호,발행년도,ISSN,국문초록,영문초록,키워드,페이지,URL
21,산재보험 개별실적요율제도의 주요 문제점과 개선방안,김상호 ( Sang Ho Kim ),한국사회보장학회,사회보장연구,28,2,2012,1225-5866,"본 연구는 정책지향 논문으로 개별실적요율제도의 주요 문제점을 지적한 후 제도 개선 방안을 제시하는데 목적이 있다. 연구자가 새롭게 발견한 문제점은 장해보상연금과 유족보상연금의 경우 최초로 지급 결정된 때에 일시금이 지급 결정된 것으로 간주하여 사업장의 보험료율을 산정한다는 것과 직업재활급여, 제3자의 행위에 의한 재해 및 천재지변·정전 등 불가항력적인 사유로 지급 결정된 보험급여를 수지율 산정 과정에서 제외하지만 이를 통하여 발생하는 보험료 수입 감소를 상쇄시키는 보정장치가 없다는 것이다. 개별실적요율제도의 문제점을 산재예방 효과를 높이는 것과 연계하여 개선방안을 제시한 것이 정책적 기여로 판단된다. 개별실적요율제도를 개선하여 사업주의 산재예방 활동을 강화하도록 유인함으로써 산재 발생을 감소시키는 것은 근로자 복지 제고, 산재보험 재정 건전성 확보 및 저출산·고령사회 도래에 따른 근로자 부족 문제 완화에 기여할 것이다. 이러한 사회정책적 기여 측면에서 본 논문의 가치가 있을 것으로 판단된다.","The purpose of this paper is to find out major problems of experience rating plan in Workers` Compensation Insurance and to make some suggestions for improvement. Some of the problems that are raised in this paper are the new ones which we found out recently. It is expected to be considered as a contribution to social policy that we make suggestions for improvement connecting major problems of experience rating plan with increasing effect of industrial accident prevention. Improving experience rating plan will contribute to promote prevention effort of the employers, which would in turn enhance workers` welfare and financial soundness of Workers` Compensation Insurance.","산재보험, 개별실적요율제도, 산재예방 효과, workers` compensation insurance, experience rating plan, effect of industrial accident prevention",101 ~ 119,http://kiss.kstudy.com/search/detail_page.asp?key=3057348
22,산재근로자의 산재 경험 후 종사상지위 변화에 관한 연구,"박은주 ( Eun Joo Park ) , 홍백의 ( Baeg Eui Hong )",한국사회보장학회,사회보장연구,28,2,2012,1225-5866,"본 연구는 산재근로자의 재해당시 종사상지위별 요양종결 후 종사상지위의 변화 및 관련 특성들을 살펴보고, 각 종사상지위 변화에 영향을 미친 요인들을 분석하고자 하였다. 이를 위해서 재해당시 상용직 근로자 351명, 임시직·일용직 근로자 216명의 인구사회학적 특성, 재해당시 사업장 및 고용특성, 재해 및 재활서비스 이용특성 등을 독립변수로 하여 다항 로지스틱 회귀분석을 실시하였다. 그 결과, 재해당시 상용직 근로자의 경우 종사상지위가 그대로 유지되는 것에 비하여 임시직·일용직으로 종사상지위가 하락하는 것에는 학력, 결혼상태, 근속기간, 산재유형, 장해정도, 직업훈련이 영향을 미치는 것으로 나타났으며, 미취업중인 것에는 연령, 학력, 근속기간, 요양기간, 장해정도가 영향을 미치는 것으로 나타났다. 그리고 재해당시 임시직·일용직 근로자의 경우 종사상지위가 그대로 유지되는 것에 비하여 상용직으로 종사상지위가 상승하는 것에는 학력, 근속기간, 산재유형이 영향을 미치는 것으로 나타났으며, 미취업중인 것에는 연령, 업종, 장해정도가 영향을 미치는 것으로 나타났다. 이러한 연구결과를 토대로 하여 정책적 함의 및 산재보험 재활정책에 대한 제언들을 제시하였다.","This Study aims to investigate what factors have substantial impacts on changes in employment status of workers after experiencing industrial injury and to compare major characteristics among different groups of changes in employment status. This study collected data with structured questionnaires and finally included are 351 workers with a regular job and 216 workers with an irregular job after data cleaning. Multinomial logistic regression analysis is done to identify which factors are statistically significant impacts on changes in employment status. The results show that the probability of changing from a regular job to unstable irregular employment status is significantly affected by schooling, marital status, employed period, injury type, disability ratings and job training. Also, the probability of changing from regular job to the unemployment is significantly affected by age, schooling, employed period, claim duration, disability ratings. And the change to stable status of non-permanent employee is significantly affected by schooling, employed period, injury type and the unemployment of non-permanent employee is significantly affected by age, the type of industry, disability ratings. As a result, some implication and policies are suggested for return-to-work of injured workers.","산재근로자, 산재보험, 직업복귀, 종사상지위, injured worker, workers` compensation, return-to-work, employment status",121 ~ 152,http://kiss.kstudy.com/search/detail_page.asp?key=3057349
23,소득계층에 따른 의료이용 불평등의 지역 간 차이,김진구 ( Jin Gu Kim ),한국사회보장학회,사회보장연구,28,2,2012,1225-5866,"본 연구는 소득계층에 따른 의료이용 불평등의 지역 간 차이를 분석하였다. 이를 위하여 본 연구는 지역을 대도시, 중소도시, 농어촌으로 구분한 뒤 각 지역의 HIwv지수를 산출하여 비교분석하였으며, 2010년 실시된 국민건강영양조사 5차 1기 데이터를 분석 자료로 활용하였다. 본 연구의 분석결과는 다음과 같다. 첫째, HIwv지수를 산출하기 위한 실제 의료이용량과 기대 의료이용량의 차이를 분석한 결과 외래이용, 입원이용, 입원비 총액에서 농어촌지역의 평균치가 도시지역보다 높거나 차이가 없는 것으로 나타났다. 이는 여러 가지 해석상의 위험요소가 있지만 적어도 의료이용량에서는 의료자원의 지역적 편중에 따른 농어촌주민들의 의료이용 제약 현상이 나타나지 않음을 의미하는 것이다. 둘째, 의료이용 불평등도에 대한 지역 간 비교 결과 대도시지역의 외래이용횟수와 입원비 총액에서 고소득층에 유리한 불평등이 나타났는데, 이는 전체 집단분석과 다른 것이다. 입원 횟수에 있어서도 대도시지역과 농어촌지역은 고소득층에 유리한 격차가 있거나 중립적인 것으로 나타났는데, 이는 저소득층에 유리한 격차를 보여주었던 전체 집단 분석과는 대조를 이루는 것이다. 지역 간 분석과 전체집단 분석 사이의 이러한 차이는 의료이용 불평등이 모든 지역에 확률적으로 동일하게 나타나는 것이 아니라 지역에 따라 상이하게 나타나고 있음을 보여주는 것이다. 셋째, 대도시지역은 외래이용, 입원이용, 입원비 총액에서 평균적인 의료이용량이 낮을 뿐 아니라 고소득층에 유리한 불평등이 다른 지역보다 크게 나타났는데, 이는 대도시지역 저소득층의 의료이용이 의료수요에 비해 심각하게 제약받고 있음을 보여 주는 것이다. 따라서 대도시지역 빈곤층에 대한 정책적 관심이 지금보다 더 높아져야 하겠다.","This study examined the regional differences in the equity of health care utilization using KNHANES Ⅴ-1 of 2010. The HIwv was used as the main measurement index of equity. The main results of this study are the followings. First, the people in the rural area got more health care services than urban ones in the result of the gap analysis between the observed amount of health care utilization and its predicted values. This means that the urban concentration of medical resources does not restrain rural people from using health care services. Second, the equity index(HIwv) of some indicators of health care utilization (the frequency of clinic visits, the hospital cost, and the frequency of hospital service) in urban area was more pro-rich than that in rural area. This was only seen in the regional comparative analysis about the equity of health care utilization. Third, the health care utilization of low income people in metropolitan area was seriously less than their medical needs. Therefore, it is necessary to pay more attention to their health care problems in the policy making of health security and social welfare services.","의료이용, 지역 간 차이, 형평성, 집중지수, HIwv지수, Equity, Health Care Utilization, Concentration Index, HIwv, Regional Differences",153 ~ 180,http://kiss.kstudy.com/search/detail_page.asp?key=3057350
24,실업급여 수급자 유형분류체계 개발을 위한 탐색적 연구,"최석현 ( Seok Hyeon Choi ) , 김균 ( Gyun Kim )",한국사회보장학회,사회보장연구,28,2,2012,1225-5866,"본 연구는 공공고용서비스의 효과와 고용센터의 효율성 향상을 위하여 실업급여 초기에 실업급여 수급자의 구직행동 특성을 파악하는 유형분류에 목적을 두고 있다. 고용센터는 실업자들의 취업장애요인을 조기에 파악, 맞춤형 서비스를 제공하고자 하는 목적으로 실업자들의 구직의도, 구직기술 등에 기반한 유형분류 프로그램을 운영하고 있다. 하지만 현재의 유형이 실업급여 수급자들의 구직행동을 반영하는데 한계를 보이고 있으며, 실제 실업급여 업무에 효과적으로 사용되지 못는 문제점이 발견되고 있다. 따라서 본 연구에서는 최근 실업자들의 구직행동에 관한 국내외 연구결과들을 종합하여 실업급여 수급자들의 구직행동에 대한 유형화 틀을 제시했다. 이 유형화 틀에 따라 실제 고용센터 실업급여신청자들을 대상으로 설문문항을 구성하여, 조사를 실시한 결과를 이용, 유형분류를 실시했다. 분석결과 총 4개의 군집으로 실업자의 유형을 분류하였으며 각 유형별로 태도적 특성 및 인구통계적 특성을 정리하였다. 각 유형은 무관심 구직형, 열정적 구직형, 이상적 구직형, 제한형 구직형으로 명명되었으며, 각 유형별로 특성을 정리하여 각 유형별로 필요한 고용서비스 프로그램들을 제안했다.","The purpose of this study is to develop and present a Job seeker classification instrument for job seekers who have applied unemployment compensation in Job Centers through analyzing their job search activities and motivations with aims to enhance performance efficiency of the Job Center and to guarantee effectiveness of employment service for the unemployed. With regard to these, we analyzed present organizational structure and performance process for unemployment compensation applications and reviewed factors affecting job search activities and motivations of unemployment compensation recipients. Putting these together, this study develop alternative Job Seeker Classification Instruments and then based on this instruments frame we did exploratory classification of the unemployed using existing survey data. As a result, we identified 4 unemployed groups based on their job seek activities and motivations focusing on each group`s socio-demographic characteristics as follows; 1) indifferent job seekers, 2) enthusiastic job seekers, 3) idealistic job seekers, and 4) limited job seekers. Then we suggested effective employment service according to the classification/types. It is suggestive that in the future policy agenda that governs employment service should head towards autonomic changes in types of employment generated in each employee that in detail is tailored to one`s needs and attributes.","고용서비스, 실업급여, 프로파일링, 고용센터, 적극적노동시장정책, Employment service, Unemployment compensation, Job seeker classification, Jobcenter, Active Labor Market Policy",181 ~ 209,http://kiss.kstudy.com/search/detail_page.asp?key=3057351
25,복지국가의 가족정책이 성역할 태도에 미치는 영향에 관한 비교 분석,김영미 ( Young Mi Kim ),한국사회보장학회,사회보장연구,28,2,2012,1225-5866,"본 연구는 복지국가의 가족정책이 성역할 태도(gender role attitudes)에 미치는 영향을 비교 관점에서 경험적으로 분석하였다. 복지국가의 가족정책은 해당 사회 내에 존재하는 남녀 간 사회적 관계와 역할 규범, 그 사회의 지배적인 젠더 이데올로기가 반영된 것이라 할 수 있다. 이를 전제로 각 국가마다 가족정책에 포함된 상이한 전략과 방향성, 수준이 해당 국가에 속한 개인들의 성역할 태도에 미치는 영향을 검토하였다. 가족정책 제도는 주성분 분석을 통해 맞벌이지원정책과 일반가족지원정책 2개의 요인으로 추출되었다. 분석에는 국제사회인식조사(ISSP) 2002년 모듈에 포함된 18개 복지국가의 자료와 한국의 2003년 한국종합사회조사(KGSS) 자료가 이용되었다. 성역할 태도에 영향을 미치는 거시적, 미시적 차원의 요인들을 통합적으로 검증하기 위해 다층분석을 실시하였다. 분석 결과, 개인 수준에서 여성일수록, 연령이 낮을수록, 교육수준이 높을수록 평등한 성역할 태도를 갖는 것으로, 맞벌이지원정책 수준이 높을수록 성역할 태도의 젠더평등 지향성이 높은 것으로 나타났다.","This article examines the role of family policy institutions in structuring gender role attitudes in welfare states. Family policies not only have influenced the actual labour force participation of both women and men, but in their institutional arrangements also reflect normative views about the roles of women and men on the labour market and within the family. They can also give rise to a certain of norms regarding the ``proper`` role of women in society. The conceptualization of family policy institutions is inspired by the work done by Korpi(2000), who has argued that family policy institutions can be characterized as mainly directed towards the support of either a dual-earner family or general family(especially, single-earner family). Hypotheses regarding cross-national differences in attitudes towards gender role was tested on 19 welfare states included in the 2002 International Social Survey Programme(ISSP) module and the 2003 Korean General Social Survey. Analyses was performed using multi-level regression. According to the empirical analysis, women have a significantly higher coefficient than men; level of educational attainment has a significantly positive effect; and age has a significantly negative effect. The degree of support to a dual-earner family has a positive effect on gender role attitudes, while the degree of support to general family has no significant effect on gender role attitudes.","복지국가, 가족정책, 맞벌이지원정책, 성역할 태도, 여성 고용, 다층 분석, welfare state, family policy, dual-earner support policy, gender role attitudes, women`s employment, multi-Level analysis",211 ~ 241,http://kiss.kstudy.com/search/detail_page.asp?key=3057352
26,결혼 이주민의 결혼지속에 관한 연구: 타이완의 경우를 중심으로,"원샤이홍 ( Wen Shai Hong ) , 슈시호 ( Shu Hsi Ho ) , 이광석 ( Kwang Seok Lee )",한국사회보장학회,사회보장연구,28,1,2012,1225-5866,"이 논문은 타이완에 살고 있는 대륙 출신의 아내와의 결혼생활의 지속에 영향을 주는 요소들에 관한 연구이다. 이 연구는 타이완의 다문화가족과 대륙 출신 가정에 관한 2008년도 생활 환경조사(SFMLCT)를 자료로 이용하였다. 이 자료는 그들에 관한 상세한 정보(건강, 고용, 경제 상태, 가족 구조, 사회 소통망 등)를 담고 있다. Duration model은 결혼 지속에 관한 위험률(특히 이혼과 별거에 관하여)을 측정하기 위해서 사용된다. 더 나아가, 이 논문은 frailty model에서 관찰되지 않는 heterogeneity의 효과를 검증하였다. 중요한 연구의 결과는 나이가 든 타이완 출신 남편, 건강이 좋은 타이완 남편, 결혼 전력이 있거나(two previous marriages), 고소득층, 직업이 있는 대륙 출신의 아내인 경우는 이혼이나 별거에서 높은 위험률(hazard rates)을 나타내었다. 반면에 나이든 대륙 출신 아내, 건강이 좋은 아내, 타이완에 오래 살았거나 높은 가구 소득을 가졌거나, 다자녀를 가진 대륙 출신 여성이나 의사소통이 활발하거나(good communication skills) 대륙 친척들의 친구가 있는 대륙 출신 여성, 타이완에 친척들이나 이웃들이나 친한 사람들(own Taiwanese relatives, neighbors and others)이 살고 있으면 이혼이나 별거의 위험률이 낮아진다는 점에서 대조적이다. 이 연구에서 이혼율과 별거율을 줄이기 위해서는 정부(the Taiwanese government)는 더 많은 취업기회를 제공하도록 노력해야 하며 대륙 출신 아내들이 일자리를 위한 자격을 갖추도록 도와주어야 한다(ensure eligibility)는 점에서 일자리가 최고의 복지라는 맥락과 일치한다. 이 연구가 한국에 주는 시사점은 한국의 다문화가족이나 새터민에게도 적용할 수 있는 연구를 촉구하며, 타이완의 연구 결과와의 비교로 이어질 수 있다는 함축을 갖는다.","This paper investigates the factors influencing the duration of marriage among Chinese wives in Taiwan. The data used is from the 2008 Survey of Foreign and Mainland Chinese Spouses` Living Conditions in Taiwan (SFMLCT), which contains detailed information on individuals`- health, employment, economic status, family structure, and social networks. Duration models are used to estimate the hazard rates of marriage duration, especially for divorce or separation. Further, this paper examines the effect of unobserved heterogeneity in frailty model. The main results show that older Taiwanese husbands, husbands in good health, two previous marriages, higher earnings, and Chinese wives with jobs have higher hazard rates of divorce or separation. In contrast, older Chinese wives, wives in good health, living longer in Taiwan, with higher household income, with more children, with good communication skills, friends from own Chinese relatives, own Taiwanese relatives, neighbors and others have lower hazard rates of divorce or separation. The empirical results also confirm that, after considering the effect of unobserved heterogeneity, some estimated coefficients on the marriage hazard regressors are larger in magnitude than the corresponding coefficients in the reference model. Therefore, to reduce the rate of divorce or separation the Taiwanese government could create more job opportunities and ensure eligibility of the Chinese wives for work.","결혼 이주민, 혼인, 별거, 결혼, 지속 모델, 관찰되지 않는 이질성, cross-border marriages, divorce, separation, duration model, and unobserved heterogeneity",1 ~ 22,http://kiss.kstudy.com/search/detail_page.asp?key=3014328
27,한국 복지정치의 연결망 분석: 18대 국회의 사회보험 입법을 중심으로,"민기채 ( Ki Chae Min ) , 김영미 ( Young Mi Kim )",한국사회보장학회,사회보장연구,28,1,2012,1225-5866,"본 연구는 한국 복지정치 연구에서 복지태도와 인식을 넘어 주요 행위와 행위자를 찾고자 하는 문제의식에서 출발하였다. 본 연구의 목적은 사회복지관련 법안 ``발의 행위``와 ``발의 의원``에 초점을 맞추어 사회복지 입법과정의 동학(dynamics)을 분석함으로써 복지정치 양상을 분석하는 것이다. 구체적으로 사회복지 입법 발의에 참여한 국회의원들 간의 법안 공동발의 연결망을 분석하고, 이를 통해 주요인물과 주도세력을 밝혀내고 그 속성을 파악하고자 하였다. 이를 위해 사회연결망 분석(Social Network Analysis: SNA) 방법을 이용하여 18대 국회(2008-2010) 5대 사회보험 입법 발의와 관련한 연결망을 분석하였다. 국회 ``의안정보시스템``을 이용하여 18대 국회 회기 중(2008-2010) 5대 사회보험 입법 발의에 참여한 국회의원들의 연결망을 분석하였다. 18대 국회에서 5대 사회보험법과 관련된 처리법안은 총 11개였으며, 공동 발의 집단은 총 23개였고, 발의 의원들은 118명인 것으로 나타났다. 그리고 이들의 연결망을 중앙성(centrality) 지수로 분석하여 5대 사회보험 처리법안 발의(행위)에서 가장 핵심적인 역할을 한 주요 인물(행위자)을 찾아냈다. 나아가 이들 세력의 소속정당, 당선횟수, 소속위원회, 대표발의횟수와 같은 속성을 파악하였다. 그 결과, 여당효과, 고참 의원의 효과가 강하게 나타났고, 상임위원회 효과는 약한 것으로 나타났다.","This paper focuses on action and actor beyond the welfare attitudes. This study aims to analyze the network pattern of joint submission among assemblymen in order to specify the dynamics of welfare policy making process. Research method is SNA(social network analysis). Data come from legislation information system in the National Assembly of the Republic of Korea. 11 legislations, 23 joint broacher groups and 118 members of the National Assembly related with five social insurance(the National Pension Act, the National Health Insurance Act, the Industrial Accident Compensation Insurance Act, the Employment Insurance Act, Act on Long-Term Care Insurance for the Elderly) of former part of eighteenth assembly(2008-2010) are network analysis objects. The main findings are as follows. First, the network of the members of National Assembly is a dense network form. Second, Sim Jae-Chul who has three times elections and is president of the Policy Board of the Hannara party has the highest degree centrality and prestige centrality. Lee Kyung-Jae who has four times elections in Hannara party has the highst closeness centrality and Chun, Hye-Suk who has only one elections in Democratic party has the highest betweenness centrality. Conservative party has taken the lead in a legislation in relationship with five social insurance more than liberal party. And progressive parties have not showed an active role. Third, main actors` attributes is affiliated in conservative party and in Committee on Culture, Sports, Tourism, Broadcasting, and Communications, unaffiliated in Health and Welfare Committee and Environment and Labor Committee which have responsibilities passing a bill about five social insurance, and have more three times election`s experience.","복지정치, 사회연결망 분석, 사회복지 입법, 사회보험, 공동발의 법안, welfare politics, social network analysis, social welfare Legislation, social insurance, joint submitted bill",23 ~ 51,http://kiss.kstudy.com/search/detail_page.asp?key=3014329
28,한국형 사회배제성 척도 개발 연구,윤성호 ( Sung Ho Yun ),한국사회보장학회,사회보장연구,28,1,2012,1225-5866,"이 연구는 빈곤을 사회적 배제로 보고 빈곤과 사회적 배제를 측정하기 위한 타당성과 효율성을 겸비한 자기보고식 도구를 개발하고자 하였다. 분석결과, 정리된 세부 항목은 소비 및 자산영역 9개, 교육영역 7개, 건강영역 3개, 노동영역 취업자의 경우 5개, 노동영역 비취업자의 경우 6개, 사회제도영역 5개, 지역사회환경영역 5개, 지역사회시설영역 4개, 사회적 관계영역 4개, 사회참여영역 4개, 자치단체영역 2개 등으로 정리되어, 총 문항수는 취업자의 경우 48개, 비취업자의 경우 49개로 정리되었다. 복합적 개념으로 구성되어 있는 빈곤-사회배제성을 효율적으로 측정하기 위해 50문항 이하의 척도를 구성하고자 하였던 연구목표에 상당히 근접했음을 알 수 있다. 결론으로, 사회배제성 척도의 개발 의의와 후속 연구를 통한 타당성 보완방법, 그리고 척도 활용에 관한 논의를 제시하였다.","This study purposed to develop a self reporting scale with validity and efficiency for measuring poverty and social exclusion, regarding poverty as social exclusion. In the results of analysis, sub- categories of concepts were extracted including, 9 in the consumption and assets domain, 7 in the education domain, 3 in the health domain, in the labor domain was consist of 5 employee and 6 unemployee, 5 in the social system domain, 5 in the community environment domain, 4 in the community facilities domain, 4 in the social relationship domain, 4 in the social participation and 2 in the residents council. A total concepts were extracted including 48 in the employee and 49 in the unemployee. The outcome of this study reached close to the objective of this study to build a scale with 50 or fewer questions in order to measure poverty?social exclusiveness consisting of complex concepts. In conclusion, I suggest meaning of developing Social Exclusiveness Scale, methods for upgrading the scale`s validity, and the usings of the scale.","빈곤, 사회적 배제, 사회배제성, 혼합방법론, 척도개발, Poverty, Social Exclusion, Social Exclusiveness, Mixed Methods, Scale",53 ~ 95,http://kiss.kstudy.com/search/detail_page.asp?key=3014330
29,"재취업 중,고령자의 구직방법에 영향을 미치는 요인 연구 -경제활동인구조사 고령자부가조사(2009)를 중심으로","서미경 ( Mi Kyung Seo ) , 김미혜 ( Mee Hye Kim )",한국사회보장학회,사회보장연구,28,1,2012,1225-5866,"본 논문은 고령화 사회의 중·고령자 인력활용과 재취업 정책에 필요한 기초 자료를 마련하고자 경제활동인구조사 고령자부가조사(2009)를 활용하여 중·고령자의 구직방법에 영향을 미치는 요인을 분석하였다. 공공고용기관을 주된 구직방법으로 이용한 중?고령자집단은 연령이 높고 저임금의 단순하위직에 종사하는 취업취약계층이며, 직접방문이나 민간고용서비스 기관을 이용한 집단은 생애 주된 일자리 경력과 관계있는 직업을 가졌으며 전일제 고용을 희망하는 집단이었다. 인터넷 등 대중매체를 구직방법으로 이용한 집단은 도시에 살며 상대적으로 젊은 중?고령자 집단이었다. 본 연구를 통해 도출된 주요 결과 및 함의는 첫째, 우리나라 중?고령자는 주된 구직방법으로 대부분 개인적 접촉을 통해 재취업한 것으로 나타났고 공공고용서비스 기관의 이용이 낮아 구직 및 재취업서비스의 공공성 확보가 중요한 문제로 제기되었다. 둘째, 중·고령자가 구직방법을 선택하는 데는 생애 주된 일자리 관련성 여부와 의중임금이 주요 변수로 나타났다. 중?고령자의 조기 은퇴를 막기 위해 고용유지와 적극적 노동시장 정책이 필요한 것으로 보인다. 셋째, 공공고용서비스 기관의 주 이용층이 고연령의 단순하위직으로 나타나 다양한 계층으로 서비스를 확대하고 접근성을 제고할 필요가 제기되었다. 넷째, 개인적 접촉을 통한 구직방법의 활용은 중?고령자의 빈약한 네트워크를 활용한 낮은 고용가능성으로 이어진다. 따라서 지역사회 참여를 통해 사회적 통합을 이룰 수 있는 공식적-비공식적 연결망 확장이 필요하다. 다섯째, 베이비부머를 비롯한 중?고령층의 구직욕구는 매우 다양해질 것으로 예상되므로 이에 대응할 수 있는 현실적인 고용 및 재취업 정책이 필요하다.","To acquire basic data for the pre-elderly`s manpower utilization and re-employment policy in aging society, this thesis intends to analyze determinants of the pre-elderly`s job searching method using Additional Survey of the Elderly, Economically Active Population Survey(2009). The pre-elderly group that used a public employment agency as the major job searching method was vulnerable class in higher age. On the other hand, the group that used direct application and a private employment agency was one re-employed in jobs relating to life-time main job while wanting a full-time employment. The group that used mass media tends to reside in the city with lower age and higher reservation age. The main research findings and implication of this study are like following; First, it shows that most of the pre-elderly were re-employed through personal contact so raises an important policy task to ensure publicity in job searching and re-employment service. Second, it shows that career and reservation wage were main variables in the pre-elderly`s selecting of job searching method so suggests their job retention and active labor market policy to be required. Third, re-employment of the pre-elderly through personal contact means lower quality of re-employment so required to expand network through participation of community. Finally, job searching needs of the pre-elderly including baby boomer are expected to be diversified so required to prepare systemic policies on employment and re-employment.","구직방법, 중?고령자, 공공고용서비스, 개인적 접촉, 재취업, pre-elderly, re-employment policy, job searching method, public employment service, personal contac",97 ~ 128,http://kiss.kstudy.com/search/detail_page.asp?key=3014331
30,개인형 퇴직연금 잠재가입자의 인식 및 니즈 분석,"류건식 ( Keon Shik Ryu ) , 김대환 ( Dae Hwan Kim )",한국사회보장학회,사회보장연구,28,1,2012,1225-5866,"본 연구는 근로자 퇴직급여보장법개정안의 국회통과로 2012년 새롭게 도입될 개인형 퇴직연금제도의 잠재가입자(자영업자, 근로자 등)를 대상으로 설문조사를 실시하여 개인형 퇴직연금제도에 대한 인식 및 니즈를 분석하고, 이에 기초하여 정책적 시사점을 제시하고자 하였다. 분석결과, 개인형 퇴직연금제도의 필요성 및 가입의사는 높게 나타나고 있음에도, 정부의 홍보 및 교육 부족 등으로 인해 개인형 퇴직연금제도에 대해 잘 알지 못하고 있는 것으로 나타나고 있다. 또한 투자지식 부족으로 은퇴재무설계서비스의 니즈가 상대적으로 높게 조사되었으며 기본형 펀드제도 도입에 대한 선호도 또한 높게 나타나고 있다. 특히 적립금 수령시 연금에 대한 충분한 세제혜택이 주어지면 일시금보다 연금을 보다 선호하겠다고 응답하여 이를 감안한 제도 개선이 요구되고 있다. 이러한 분석결과 등을 감안할 때 개인형 퇴직연금 인식제고를 위한 정부차원의 인프라지원(홍보 및 교육시스템지원), 가입자의 속성별에 따른 세제혜택 차등화, 가입자의 투자지식 부족을 고려한 기본형 펀드(디폴트펀드)제도 도입, 연금세제 확대에 기초한 퇴직급여 단일화 방안 등이 마련될 필요가 있는 것으로 나타났다.","After the amendment of the Law of Employee Retirement Income Security Act on 2011, June, the individual retirement account is revised to Individual retirement pension(IRP) and self-employes and employees are allowed to participate in the IRP. Using the survey data on self-employers and employees who are the potential participants, this study empirically investigates their knowledge and preference about various issues of IRP and we propose several policy implications. The empirical results show that although the self-employers and employees recognize the importance of secure stable income through the IRP after retired, they are unknowledable about details regarding IRP. Especially, they little know how to manage their IRP funds. For this reason, they prefer the financial service and advise related with the retirement and basic products such as life-cycle funds with default option. They also strongly prefer to receive their IRP funds as annuity rather than lump-sum on condition that enough tax-benefits are imposed on annuitizing their funds. From the empirical investigation, we propose that it is essential to provide to the self-employers with eduction about IRP and general retirement income system and reform tax-system to induce the self-employers and employees to annuitize their IRP funds. It is also necessary to unify two different retirement pension schemes, simple funds such as life-cyle funds with default options for participants who are unknowledable about managing their IRP funds.","개인형 퇴직연금, 재무설계서비스, 디폴트 펀드, 세제혜택, Individual Retirement Pension, Financial Planning Service, Default Option, Tax Incentive",129 ~ 161,http://kiss.kstudy.com/search/detail_page.asp?key=3014332
31,청년 취업자의 저임금근로 진입과 탈출에 관한 연구: 노동이동의 효과를 중심으로,"박성재 ( Sung Jae Park ) , 반정호 ( Jung Ho Ban )",한국사회보장학회,사회보장연구,28,1,2012,1225-5866,"본 논문은 청년패널 1~3차 자료를 활용하여 청년취업자의 저임금근로 실태와 결정요인, 그리고 저임근로 탈출에 영향을 미치는 요인이 무엇인지를 실증 분석하였다. 분석결과 청년취업자의 25% 내외가 특정 시점에 1회 이상 저임근로를 경험하지만 저임금근로 고착화의 가능성은 높지 않았다. 다만 청년취업자의 5%정도는 3년 연속 근로빈곤 상태에서 벗어나지 못한 것으로 나타났는데 이들은 상대적으로 학력수준이 낮은 저학력집단과 여성들이었다. 이들이 저임일자리를 지속하는 원인은 낮은 인적자원과 함께 노동시장 내에 존재하는 성별 이중구조 등이 복합적으로 작용한 것으로 보인다. 또한 종사상지위가 저임금근로 여부에 강한 영향을 미치고 장기근속이 저임탈출을 높이지 못하는 것으로 나타났다. 현재 사회적 문제로 다뤄지고 있는 청년고용 문제는 청년층에게 적합한 일자리를 육성하여 양질의 일자리를 확대하는 정책과 함께 사회안전망과 고용서비스 활성화를 통해 저임금상태에 놓인 청년층이 단기간 내에 탈출할 수 있는 정책대안이 요구된다. 특히 취약집단에 대한 특화된 정책적 지원과 노동시장을 둘러싼 사회제도를 보완?정비하는 노력이 뒤따라야 하겠다.","The study empirically analyses the factors affecting the conditions of youths` low-wage work, as well as the determinants of entry into and exit from such states, using the 1st~3rd waves of the Youth Panel data. Analysis results show that the proportion of youth in low-wage work has gradually decreased from 22.6% in the year 2007 to 10.0% in the year 2009. However, we also show that up to 25% of youth experience low-wage work at least once during the sample period. In particular, up to roughly 5% of young wage earners were unable to exit the working-poor state for three consecutive years, indicating that more attention should be paid to assistance for these groups. Our empirical results suggest that the prevalence of temporary and day work, due to the weak hiring of youth, is the core factor behind the higher incidence of working-poor status. Therefore, we propose policies aimed at relieving the gaps in terms of working condition between workplace scales and the work status of workers. In addition, we consider the introduction of contingency policies that aid the exit of youth from low-wage work through vitalizing both social safety nets and employment services. These should be accompanied by policies that promote the expansion of good-quality jobs for the youth.","청년층, 저임금근로, 근로빈곤, 사회안전망, youth, Low-wage work, working poor, social safety net",163 ~ 190,http://kiss.kstudy.com/search/detail_page.asp?key=3014333
