No.,논문명,저자명,발행기관명,간행물명,권,호,발행년도,ISSN,국문초록,영문초록,키워드,페이지,URL
22,"농업인 재해보장체계에 관한 비교연구: 독일, 오스트리아, 스위스 사례를 중심으로","김진수 ( Jin Soo Kim ) , 정창률 ( Chang Lyul Jung ) , 남재욱 ( Jae Wook Nahm )",한국사회보장학회,사회보장연구,31,2,2015,1225-5866,"농업의 높은 재해율과 농업인의 고령화 그리고 FTA 등 외부 환경변화를 고려할 때, 농업인 재해보장제도의 도입은 중요한 정책과제이지만, 이의 도입 및 운영에 관한 연구는 부족한 실정이다. 본 연구에서는 농업인 재해보장제도의 발전과제 설정을 위해 독일, 오스트리아, 스위스의 사례를 방문면담조사를 통해 비교분석하였다. 연구 결과 이 3개국은 공통적으로 사회보험방식의 재해보장제도를 가지고 있으면서도, 농업인 재해보장은 각 국의 제도발전 경로의 차이로 각각 산재보험의 틀 안에서 별도의 관리운영주체 설정(독일), 별도의 제도 설정(오스트리아), 민영보험 중심 체제(스위스)라는 상이한 방향으로 발전해왔다. 그러나 서로 다른 제도 형태에도 불구하고 독일과 오스트리아는 농업인의 사회보험을 통합적으로 관리ㆍ운영하는 방향으로 발전하고 있으며, 민영보험의 역할이 큰 스위스에서도 농민연합에서 농업인의 질병과 재해에 대한 통합적 서비스를 제공함으로써 농업인의 특성을 반영하고자 하고 있다. 우리나라는 최근 농어업인 안전보험법 도입에도 불구하고 농업인 재해의 특성 반영에 한계가 있는 것으로 판단되어, 장기적으로 농업인의 성격을 반영한 통합적 사회보험체제와 관리방식을 추진하는 것이 바람직할 것이다.","This study compares the compensation systems for farmers’ accidents on Germany, Austria and Switzerland, examining the characteristics, functions and adequacy of the system. These countries have developed different schemes to protect farmers’ accident. In Germany, although agricultural accidents are covered by the same law with industrial workers, there is a separate administration body for farmers not only with accident compensation, but also with pension and health care. In Austria, social insurance systems for farmers exist separatedly from systems for workers. In Switzerland, there is no public accident compensation scheme for farmers so that private schemes play important roles. However, the Farmers’ Union provides a standardized voluntary scheme that can cover farmers’ specific requirements. Throughout the comparative analysis, two implications can be drawn. First, the institutional forms of the accident security system for farmers can be different according to the historical development process of a country’s accident insurance scheme. Second, in spite of the varieties of institutional forms, agricultural accident protection can be effectively managed when a system reflects characteristics of farmers and is covered compulsorily. In Korea, although the accident insurance law for farmers and fishermen has been enacted recently, it does not seem to reflect characteristics of agricultural accident. Considering the results of this study, it is necessary to re-establish the accident security for farmers in Korea.","농업인 재해보장, 농작업 재해, 농민 사회보험, 산재보험, 의무가입, Accident Security For Farmers, Agricultural Accident, Social Insurance For Farmers, Industrial Accident Compensation System, Compulsory Insured",101 ~ 128,http://kiss.kstudy.com/search/detail_page.asp?key=3327390
23,고령자의 복지인식 및 복지수혜자 지위가 민간복지활동에 미치는 영향,"박경하 ( Kyung Ha Park ) , 김수영 ( Soo Young Kim ) , 주수현 ( Soo Hyeon Joo )",한국사회보장학회,사회보장연구,31,2,2015,1225-5866,"연구는 2010~2013년 4년간 한국복지패널조사 자료를 결합하여 패널로짓분석과 패널토빗분석으로 고령자의 복지인식과 복지지위가 민간복지활동에 어떠한 영향을 미치는지를 분석하였다. 분석결과는 첫째, 공공복지와 민간복지는 상충관계가 있다는 전제와 달리, 국민기초생활보장제도 수급자 지위에 있는 고령자일수록 민간복지활동에 더욱 적극적이었다. 둘째, 고령자들은 어떠한 유형의 민간복지활동을 하느냐에 따라서 그 영향요인이 달랐다. 민간복지활동을 기부활동 참여와 자원봉사활동 참여로 구분하여 살펴보면, 공적연금 제도의 수급자 지위는 기부활동에만, 국민기초생활보장제도 수급자는 자원봉사활동에만 유의미한 영향을 미쳤다. 셋째, 복지인식이 자원봉사활동 참여횟수에는 부적인 관계에서 유의미한 영향을 보였다. 전반적으로 분석결과는 공공복지 확대와 고령자의 민간복지활동은 보완적으로 발전할 수 있음을 시사한다.","This study analyzed the effect of welfare perception and welfare status of the aged on the private welfare activities using the data of the Korea Welfare Panel of 2010-2014. Panel logit analysis and panel tobit regression analysis were used to conduct the study. Firstly, a hypothesis about the crowding out effects of the public welfare on the private welfare is unexpectedly not supported in this study because the receipt of public assistance made the aged positively participate in the private welfare activities. Secondly, the effects on the elderly``s private welfare activities differ on volunteer work and donation participation of the aged, showing that the status of public pension only has positive effect on the donation participation and public assistance only on the volunteer work. Thirdly, welfare perception has negative impact on the number of volunteering, which implies the expansion of public welfare would decrease the elderly``s willingness to participate in the volunteer work. The results implies the public welfare and the elderly``s private welfare activities are in the complementary relations.","민간복지활동, 고령자 자원봉사활동, 복지인식, 복지수혜자 지위, 패널로짓 분석, Private Welfare Activities, Senior Volunteer, Welfare Perception, Welfare Status, Panel Logit Analysis",129 ~ 155,http://kiss.kstudy.com/search/detail_page.asp?key=3327391
24,고령자의 주요 사회참여활동 유형과 생활만족도의 관계,박창제 ( Chang Je Park ),한국사회보장학회,사회보장연구,31,2,2015,1225-5866,"본 연구는 우리나라 고령자들의 생활만족도에 영향을 미치는 주요 사회참여활동 유형과 관련 요인을 분석한 다음, 이를 바탕으로 정책적 함의를 논의하는 데 연구의 목적이 있다. 분석 자료는 2013년 통계청 사회조사자료로서 이 조사에 포함되어 있는 55세 이상 고령자 12,476명을 분석대상으로 삼았다. 연구결과는 다음과 같이 요약된다. 첫째, 경제활동이 고령자의 생활만족도에 유의한 영향을 미치지 않았다. 둘째, 자원봉사활동은 고령자의 생활만족도에 유의하게 정적인 영향을 미쳤다. 셋째, 사회단체참여는 고령자의 생활만족도에 유의하게 정적인 영향을 미쳤다. 넷째, 교육수준과 유배우자, 노후준비, 가계소득, 소비생활만족도는 자원봉사활동에 유의하게 정적인 영향을 미치지만 연령과 거주 지역, 가구원수는 자원봉사활동에 유의하게 부적인 영향을 미쳤다. 다섯째, 교육수준, 유배우자, 노후준비, 소비생활만족도, 주택소유, 가계소득은 사회단체가입에 유의하게 정적인 영향을 미치지만 연령, 가구원수는 사회단체가입에 유의하게 부적인 영향을 미쳤다.","The purpose of this study is to analyse the effects on the elder``s life satisfaction of major types of social participation activities and related factors empirically and then to discuss implications for the findings. The Social Statistics Survey conducted by Korea National Statistical Office in 2013 are used in this study. From this dataset, 12,476 elders aged above 55 were selected for this study. The results of this study can be summarized as follows. First, economic activity of the elders has negative effect on their life satisfaction. Second, voluntary activities of the elders has positive effect on their life satisfaction statistically significantly. Third, the participation on various social group of the elders has positive effect on their life satisfaction statistically significantly. Fourth, education level, having spouse, preparedness for aging, household income, and satisfaction level of consumption life have positive effect on voluntary activities of the elders statistically significantly but age, residental location(=city), number of household members have negative effect on it statistically significantly. Fifth, education level, having spouse, preparedness for aging, household income, and satisfaction level of consumption life have positive effect on the participation on various social group of the elders statistically significantly but age, number of household members a have negative effect on it statistically significantly.","고령자, 사회참여활동, 생활만족도, Elders, Social Participation Activity, Life Satisfaction",157 ~ 184,http://kiss.kstudy.com/search/detail_page.asp?key=3327392
25,노인장기요양보험제도가 제도이용자 가구의 노동공급에 미치는 효과,이현주 ( Hyun Joo Lee ),한국사회보장학회,사회보장연구,31,2,2015,1225-5866,"본 연구는 노인장기요양보험제도가 제도 이용자 가구의 노동공급에 미친 영향을 평가하고자 하였다. 한국복지패널 3차와 7차년도 조사 자료를 이용하여 이중차이분석(difference-in -difference)을 실시하였다. 이를 위하여 프로그램집단과 통제집단을 구성하여 제도 시행 전과 후의 두 집단 간의 노동공급효과의 차이를 추정하였다. 또한 보다 신뢰할 수 있는 분석결과를 도출하기 위하여 분석대상과 시기를 다르게 설정하여 민감도분석을 실시하였다. 그 결과 노인장기요양보험제도는 제도 이용자 가구의 취업과 근로시간에 통계적으로 유의한 영향을 미치지 않은 반면 근로일수에 대해서는 통계적으로 유의한 양의 효과를 미친 것으로 나타났다. 그러나 민감도분석 결과 취업과 근로일수, 근로시간 모두에 있어서 통계적으로 유의한 영향이 나타나지 않았다. 그래서 본 연구에서는 노인장기요양보험제도 이용자 가구의 노동공급에 대한 일관된 유의한 결과를 발견하지 못했다. 하지만 본 연구의 분석결과를 해석함에 있어서 본 연구의 분석대상이 주로 재가급여서비스 이용자였다는 점이 고려될 필요가 있다.","This study suggests alternative program groups and control groups based on work ability family members of Long-Term Care Insurance beneficiary households. Using wave3 and wave7 data of the Korean Welfare Panel Survey, this study estimated the effects of the LTCI implementation on employment, work days and work hours. A difference-in-difference model approach was applied to these alternative program and control groups. This study found that the implementation of LTCI have statistically significant effects on work days but did not have any statistically significant effects on employment an work hours. It is too early to conclude from this result that LTCI system does not induce any labor supply effect tofamily members of Long-Term Care Insurance beneficiary households. Rather, the findings suggest this result as reflecting that the LTCI``s In Home-service system was too limited on the beneficiaries and this study was focused on In Home-service users. Future research needs to explore better program and control groups and investigate long-term effects of LTCI system.","노인장기요양보험제도, 이중차이분석, 노동공급효과, Long Term Insurance System, Difference -In Difference Model, Labor Supply",185 ~ 208,http://kiss.kstudy.com/search/detail_page.asp?key=3327393
26,독일 공무원연금제도의 개혁과 시사점,김상호 ( Sang Ho Kim ),한국사회보장학회,사회보장연구,31,1,2015,1225-5866,"독일의 국민연금제도가 비스마르크형 사회보험원리에 기초한 반면 공무원연금제도는 부양원리에 기초한 점에서 제도설계의 기본원리에 차이가 있다. 이러한 근본적 차이점에도 불구하고 1992년 이후 국민연금의 재정안정화를 위한 개혁조치는 연방공무원연금에 동일한 효과가 발생하도록 전용되었다. 공무원연금의 재정압박에 대한 문제를 근본적으로 해결하기 위해 신규 임용 공무원에 대한 지급준비금 적립을 통해 단계적으로 완전적립방식으로 전환하는 획기적인 계기가 된 ``공무원연금 개정 2006``을 급진 개혁의 시작으로 분류하였다. 독일 공무원연금제도 개혁에 대한 고찰을 통해 도출한 시사점은 다음과 같다. 첫째, 우리나라 공무원연금 개혁 논의에서 국민연금 개혁 추세를 반영하여 보조를 맞추는 노력을 할 필요가 있다. 둘째, 저출산 고령화 등으로 재정압박이 발생할 미래에 대비해 지급준비금을 적립할 필요가 있다. 셋째, 미래 부담을 효과적으로 경감시키기 위해 연금수급 자, 공무원 및 정부 등 이해관계자의 폭 넓은 역할 분담이 모색되어야 하며, 특히 연금수급자의 고통분담이 필요하다. 넷째, 공무원연금의 보험수리적 재정기초를 공고히 하려면 재정운영방식을 적립방식으로 이행하는 것을 전향적으로 검토할 필요가 있다.","German Government Employees Pension Scheme is based on the alimentation principle while the public pension scheme is based on the Bismarckian social insurance principle. Despite this basic difference, the reform measures of the public pension for financial stabilization since 1992 are transferred to the Government Employees Pension in the form of the same effect. According to the law of Government Employees Pension Reform in 2006, a fully funded reserve for lessening fiscal distress in the future began to be accumulated. That reform is classified as a turning point toward fundermental reforms. The implications of this research are as following. First, the reform trend of the National Pension Scheme needs to be considered in the Government Employees Pension Scheme reform discussion to keep up with one another. Second, it is desirable to build a fund for the time of financial unstability in the future. Third, shared duties in the shareholders such as pensioners, civil servants, and the government, should be taken into consideration in order to ease future financial burden effectively. Fourth, introduction of a fully funded system should be examined thoroughly in order to enforce the actuary and financial basis of the Government Employees Pension Scheme.","공무원연금제도, 연금개혁, 재정안정, 국민연금제도, 지속가능성, Government Employees Pension Scheme, pension reform, National Pension Scheme, financial stability, sustainability",1 ~ 26,http://kiss.kstudy.com/search/detail_page.asp?key=3320220
27,미국 연방공무원연금의 1986년 개혁 분석,"김재경 ( Jae Kyeong Kim ) , 송인보 ( In Bo Song )",한국사회보장학회,사회보장연구,31,1,2015,1225-5866,"본 연구는 미국 연방공무원의 노후소득보장체계를 개괄한 후 1986년 개혁이 어떤 배경 하에서 어떤 개혁의제를 갖고 어떤 정책결정과정을 거쳤는지를 탐색적으로 검토하고 있으며 그 결과 및 성과, 한계가 무엇인지를 짚어본다. 이 개혁으로 새로이 확립된 재정운영체계와 비용조달방식을 살펴보고 30여 년이 흐른 시점에서의 재정 현황 및 전망 상황을 진단하여 봄으로써 1986년 개혁의 정치?경제적 의미를 되짚어보는 동시에 우리나라 공무원연금 개혁논의에 참조할만한 정책적 함의를 제시한다. 주요 특징으로, 첫째, 연방정부와 상?하원 연방의회의 치열한 타협과정을 거친 하향식 연금개혁을 추진하였다. 둘째, 이 개혁은 30여년이 흐른 지금에도 별다른 조치 없이 기본 틀을 유지하고 있을 정도의 성공적인 개혁이기도 하였다. 셋째, 그 이유는 보험수리적 균형체제를 지향하는 과정에서 사용자로서 정부의 역할 강화를 통해 재정운영방식과 정부 비용부담체계를 재편하였기 때문으로 판단되었다. 넷째, 의도하지는 않았지만, 우리나라에서 초미의 관심사로 떠오르는 ``연금체계상 민관 형평성``, ``다층노후소득보장체계`` 등 각종 개혁의제(reform agendas)가 사후적으로 담보되는 흥미로운 결과를 맞이하였다.","The purpose of this paper is to evaluate the 1986 pension reform of the Federal Civil Service Retirement System in the United States. That is, we try to conduct a case study on the political decision making process of the reform in addition to its background and reform agendas. Moreover, we re-evaluate the reform in terms of the current financial status and long-term financial perspective. Several important policy implications discovered during the analysis are as follows. First, the reform turned out to be top-down reform process engineered by various competing consultations among the Federal Government, the Senate and the Congress. Second, for over 30 years, the pension structure built upon the reform has been maintained on a solid basis. Third, the most important reason could be that the reform tried to streamline the system in order to achieve its actuarial balance, with strengthening the role of the Federal Government as an employer. Forth, reform agendas such as public-private pension equity and multi-pillar old-age security system, which happen to be paramount concern in our reform talks, were accomplished as unintended consequences.","연금개혁, 정책결정과정, 개혁평가, 재정운영방식, 장기재정상황, pension reform, political decision making process, reform evaluation, financing scheme, financial perspective",27 ~ 53,http://kiss.kstudy.com/search/detail_page.asp?key=3320221
28,주택연금제도의 사회보장적 성격에 관한 연구,"김진수 ( Jin Soo Kim ) , 이윤진 ( Yoon Jin Lee ) , 김치완 ( Chi Wan Kim )",한국사회보장학회,사회보장연구,31,1,2015,1225-5866,"2007년 이후 주택연금제도의 도입은 공적연금, 퇴직연금, 개인연금으로 구성된 기존의 노후보장체계를 보완할 수 있는가에 대한 중요한 판단을 필요로 한다. 재산축적의 수단으로만 활용되어 온 주택을 주택연금제도를 통해 매월 일정한 소득원으로 활용할 수 있게 되어 노후에 소득은 없지만 주택을 소유한 계층에게 실질적으로 생활에 도움을 줄 수 있는 방법이 생겼다고 할 수 있기 때문이다. 하지만 기존의 연구에서는 이와 관련하여 단편적으로 제도의 활성화 방안을 모색하였을 뿐, 근본적인 주택연금의 성격에 대한 논의, 특히 사회보장적 측면에서의 주택연금제도에 대한 논의가 부재한 탓에 제도의 정착과 관련하여 한계를 보여 왔다. 따라서 본 연구는 주택연금제도의 사회보장적 성격을 이론적 관점에서 구체적으로 고찰하여 제도의 사회보장적 역할을 정립하고자 하는 목적을 가진다. 본 연구의 결과는 다음과 같다. 주택연금제도는 국가책임의 관점, 보험 관점, 그리고 경제학적 관점에서 사회보장적 성격을 가진다는 것을 확인하였다. 이러한 제도의 사회보장적 성격을 바탕으로 정책적인 측면에서는 장기적인 관점에서 사회적 수용성을 높이기 위한 구체적인 방안을 모색하여야 한다.","The introduction of reverse mortgage in 2007 requires significant judgement whether it could complement old age security system consisting of public pensions, retirement pension, and private pension scheme. In Korean Market house itself was considered to be the means of accumulating wealth and not to be source of regular income of household. But reverse mortgage has the advantage of utilizing house as a means of regular monthly income to the house poors who owns house but is under the limited cash flow income. The previous studies dealt with how to activate the reverse mortgage scheme in Korean market but there was no discussion of the nature of reverse mortgage scheme itself. Especially there was no discuss about the reverse mortgage on the aspect of social security system. So this study has the purpose to establish theoretical background of the role of reverse mortgage in social security system in detail. In this study we have found that reverse mortgage has the social security role in the aspect of governmental responsibility, insurance, and the economic perspectives. Based on the perspective of social security policy, we need more discussion of how to increase social receptiveness of reverse mortgage by improving of reverse mortgage system in the long term.","주택연금, 역모기지, 다층노후보장체계, 사회보장제도, 사회보험과 민영보험, reverse mortgage, three pillar pension system, social security, social insurance, private pension",55 ~ 81,http://kiss.kstudy.com/search/detail_page.asp?key=3320222
29,"""불안정노동-자영업-연금제도배제"" 경로 탐색 -자영업 이행 이후 연금보험료 납부시간 연구",김창오 ( Chang O Kim ),한국사회보장학회,사회보장연구,31,1,2015,1225-5866,"본 연구는 우리나라 자영업자의 노후 빈곤위험을 높이는 기전 중 하나로 연금보험료미납을 상정하고, 자영업 이행전 근로유형에 따라 연금보험료 납부에 걸리는 시간이 어떻게 달라지는지를 다중성향점수를 활용한 생존분석을 통해 살펴보았다. 한국복지패널1-8차년도 자료(2005-2012)를 통해 총 528명이 상용근로(31.8%), 불안정근로(29.4%) 및 실업상태(38.8%)에서 새롭게 자영업으로 이행하였으며, 이들 중 285명(54.0%)이 관찰기간 내에 연금보험료를 납부하였다. 분석결과 불안정근로 및 실업상태에서 자영업으로 이행한대상자는 다양한 변수요인과 다중성향점수를 통제한 이후 상용근로에서 이행한 대상자보다 연금보험료 납부시간이 각각 3.5배와 8.2배 지연되는 것으로 나타났다(TR 3.51, 95%CI 0.54-22.95; TR 8.17, 95% CI 1.17-57.29). Weibull 회귀모형의 보조통계량은 0.78(95% CI0.71-0.86)로 자영업자의 연금보험료 납부확률은 시간이 경과할수록 점차 감소하였다. 본 연구는 오늘날 한국사회의 자영업자가 과거 노동시장에서 불리한 지위에 있었을수록 연금보험료 납부에 걸리는 시간이 지연되며, 자영업 이행 초기시점에 연금보험료 납부가 지연될수록 향후 연금보험제도로부터 완전히 배제될 위험이 높아짐을 보여주고 있다. 향후 자영업자를 위한 연금지원정책 수립시 이와 같은 노동경력 불안정성 효과가 중요한 원인적 영향요인으로 고려되어야 할 것이다.","In South Korea, among the self-employed, institutional exclusion from the National Pension System might be one of the important mechanism of old-age poverty. This study, using survival analysis with multiple propensity score method, aimed to compare the time until payment of pension premium after one`s entry into self-employment status by the types of previous job. For the purpose, longitudinal data of 528 study subjects from Korea Welfare Panel Study (from 2005 to 2012) was analyzed. The study subjects were transitioned to self-employment from regular work (31.8%), from non-regular work (29.4%), and from no work (38.8%). During the follow-up period, 285 (54.0%) paid old-age pension premium. Results showed that self-employed who were transitioned from non-regular work or joblessness delayed the time to pay pension premium by 3.5 and 8.2 times respectively rather than from regular work after adjusting for multiple covariates and propensity scores (TR 3.51, 95% CI 0.54-22.95; TR 8.17, 95% CI 1.17-57.29). Ancillary parameter of Weibull regression model was found as 0.78 (95% CI 0.71-0.86), meaning that the probability of payment of pension premium of the self-employed decreased rapidly with time. The study results demonstrated that the self-employed who experienced unstable position in the labor market is more likely to delay paying pension premium and ultimately be excluded from the National Pension System. This effect of the previous job instability must be considered to establish new pension scheme for the self-employed.","자영업 이행, 연금보험료 납부시간, 다중성향점수, 생존분석, entry into self-employment, time until payment of pension premium, multiple propensity score, survival analysis",83 ~ 107,http://kiss.kstudy.com/search/detail_page.asp?key=3320223
30,산재근로자의 경제활동 변동 및 자존감에 영향을 미치는 요인에 관한 연구,"안준기 ( Jun Ki Ahn ) , 오세미 ( Se Mi Oh )",한국사회보장학회,사회보장연구,31,1,2015,1225-5866,"본 연구는 근로복지공단의 ``산재보험패널`` 자료를 활용하여 산재근로자의 요양 전후 경제활동 변동 및 개인의 자존감에 영향을 미치는 요인에 관해 살펴보았다. 그 결과 첫째, 여성, 저연령 또는 고연령 근로자, 산재장해인의 경우 원직복귀 외에 재취업이나 창업 등을 통해 경제활동에 재진입할 가능성이 낮게 나타났다. 둘째, 남성, 30?40대, 기혼자, 장해가 없거나 경증장해의 경우, 그리고 산재 전 직장에서 정규직, 노조 가입, 사무직일수록 경제활동 참여 및 원직복귀 가능성이 높게 나타났다. 셋째, 요양 종결 후 재취업한 경우 이전의 일자리에 비해 상대적으로 열악한 환경에 재취업하는 것으로 나타났다. 특히, 직종은 보다 단순해지는 것으로 나타났고, 상용직의 비중이 감소하며, 임시?일용직의 증가가 나타났다. 근로형태는 전일제 근로에서 시간제 근로로, 사업장 규모는 대규모에서 소규모로 이동하였고, 임금은 감소하였다. 넷째, 개인의 인적 속성, 장해유무 및 장해 정도뿐만 아니라 산재 요양 후 경제활동여부가 자아 존중감에 큰 영향을 미치는 것으로 나타났다. 다섯째, 성향점수매칭 방법을 통해 경제활동 상태별 자존감을 비교한 결과 비경활, 재취업, 원직복귀의 순으로 자존감이 높아지는 것을 확인할 수 있었고, 이러한 결과들을 토대로 정책적 함의 및 산재보험 정책에 대한 제언을 제시하였다.","This study was conducted to investigate self-esteem and change in status of occupationally injured workers using panel data of worker`s compensation insurance. The results revealed that the probability of return-to-work or job retention was significantly affected by gender, age, marital status, ratings of disability, employment status, union membership status, and occupation type. Secondly, the labors, who found another job because they could not return to previous job, had worse employment status and environment than pre-injury workplace. Third, the self-esteem of occupationally injured workers was affected by whether they work or not. Finally, a propensity score matching approach was used to compare self-esteem of workers with non-workers, and the result showed that the self-esteem of workers were higher than non-workers. Practical implications and policy proposal were suggested for each type of economic activity status of occupationally injured workers.","산업재해근로자, 경제활동 변동, 원직복귀, 재취업, 자아존중감, Occupationally Injured Workers, Return-to-work, Job Retention, Re-employment, Self-esteem",109 ~ 135,http://kiss.kstudy.com/search/detail_page.asp?key=3320224
31,보편적 근로생애를 위한 복지국가의 노동시장 조건: 이행노동시장이론을 적용한 OECD 14개국 비교연구,이예린 ( Ye Rin Lee ),한국사회보장학회,사회보장연구,31,1,2015,1225-5866,"본 연구는 복지선진국들의 사례를 분석하여 어떤 노동시장 조건들의 조합이 한 사회가 보편적 근로생애를 보장하고자 할 때 바람직한 선택이 될 수 있는지를 실증적으로 밝혀내는 것을 목적으로 한다. 퍼지셋 질적비교분석(fs/QCA)을 활용하여 OECD 14개국을 대상으로 분석한 결과, 직업훈련을 활성화하는 것이 보편적 근로생애를 보장하기 위한 핵심적인 요소가 되며, 이것은 단독으로는 역할을 하지 않고 다른 조건들과 결합하였을 때 보편적 근로생애를 항상 보장할 수 있는 충분조건이 되는 것을 알 수 있었다. 그리고 노동시장을 유연화하는 것은 보편적 근로생애를 보장하기 위한 필요조건은 아니지만, 노동시장이 경직되어 있으면 보편적 근로생애를 보장하기 어렵다는 사실을 확인할 수 있었다. 한 사회가 보편적 근로생애를 보장하기 위해 선택할 수 있는 길은 두 가지였다. 더 효과적인 길로 알려진 제1의 길은 근로자에게 유용한 조건으로 실업보험제도를 확립하여 이를 직업훈련체계와 결합하는 것이다. 제2의 길은 생산가능인구의 정규교육 수준을 높이고 남녀평등한 노동시장 조건을 조성하고 노사관계의 질을 높이면서 직업훈련을 활성화하는 전략이다. 보편적 근로생애를 보장하는 정도가 높은 덴마크, 노르웨이, 독일은 제1의 길을 가고 있는 것으로 확인되었다.","This study is purposed to examine the labour market conditions to make the TLMs(transitional labour markets) to work well in a country. Using the fuzzy-set qualitative comparative analysis, the study compared 14 OECD countries on the basis of the core concepts of the TLMs theory, which ultimately explain the conditions for the universal working life. The study shows that vocational training for adults can be the most important factor; however, it works with other factors, not alone. The study proposes two combinations for making the TLMs work well. The one is the combination where vocational training is combined with well-established unemployment insurance. The other is the combination where vocational training is combined with skills based on the formal education, gender equality in the labour market and well-balanced industrial relations. The results show that the countries including Denmark, Norway, and Germany have a good combination of the labour market conditions for the universal working life.","이행노동시장, 보편적 근로생애, 직업훈련, 실업보험, 퍼지셋 질적비교분석, transitional Labour markets, universal working Life, vocational training, unemployment insurance, fuzzy-set qualitative comparative analysis",137 ~ 168,http://kiss.kstudy.com/search/detail_page.asp?key=3320225
32,"「주거급여법」도입과 사회적 취약계층 주거권확보를 위한 주거정책 및 법,제도 개선방안",이호근 ( Ho Geun Lee ),한국사회보장학회,사회보장연구,31,1,2015,1225-5866,"2014년 1월 24일 저소득층의 월세임차료 등 주거비를 현금으로 보조하는 임차료 보조제도의 운영을 위하여「주거급여법」이 제정되어 2015년부터 시행에 들어갔다. 본 논문은 이러한「주택급여법」제정 배경과 관련 법률의 주요 내용 및 제정의 의의를 평가하고 이「주거급여법」이 보다 근본적으로 사회적 취약계층을 위한 ``주거권``과 ``최저주거기준``의 보장이라는 측면에서 어떠한 한계와 사회정책적 문제점을 갖고 있는지 살펴본다. 본 논문에서는 주거급여지원제도가 임대서비스 공급체계에 대한 종합적이며 장기적인 전략방안이 부재한 여건에서 주로 총량적인 재정지출 목표를 중심으로 운용될 때 어떠한 한계를 갖게 되는지를 분석한다. 또한, 논문은「주택법」,「임대주택법」,「주거급여법」그리고「국민기초생활보장법」을 중심으로 새로운 법제정의 의의를 평가하고 이들 법의 주요 내용과 특히「주택법」상 공공임대주택정책을 비교 검토하고「주거급여법」이 사회적 취약계층의 주거권확보를 위한 주거정책으로서 어떻게 평가할 수 있는지와 법제도적차원에서 주요 쟁점과 그 개선방안을 분석한다.","In the 24th January, 2014,「Housing Assistances Act」has been newly enacted for ""the provision of the housing rent and maintenance and repair expenses which are required for a stability of housing, and other assistances"". Focusing on the long term effect of the new Act, this article tries to analyze the background of「Housing Assistances Act」and its important contents and to evaluate its meaning and limits as the housing policy for the social precarious groups. In other word, it will review, if it will be enough to assure the minimum housing standard and ``adequate housing right`` and what kind of limits and social political meanings it has. At one side, this article will try to make the general review on the 「Housing Act」,「National Basic Living Security Act」,「Rental Housing Act」as well as the「Housing Assistances Act」and to compare the public rental housing policy and its relation with the housing lease protection system. At the other side, it will further analyze the issues such as the entitlement right of housing benefits and the financial burden sharing between the central and local governments as well as the assistance standard and the administrative assisting system. At the same time, it will show the comparison about the housing policy and assistances in the important OECD countries. Finally, it tries to make the alternative in the law and institutions to assure the ``adequate housing right`` for the social precarious groups except for the housing assistances in this HAA.","「주거급여법」,「주택법」,「임대주택법」, 공공임대주택정책, 주거권, 「Housing Assistances Act」,「Housing Act」,「Rental Housing Act」, public rental housing policy, housing rights",169 ~ 204,http://kiss.kstudy.com/search/detail_page.asp?key=3320226
33,한국의 사회적 위험관리와 가구의 소득변동성,장효진 ( Hyo Jin Jang ),한국사회보장학회,사회보장연구,31,1,2015,1225-5866,"사회적 위험관리론은 국가, 시장, 개인 또는 가족이 위험을 예방, 완화, 극복하는 전략을 통해 전반적인 사회적 위험이 증가하더라도 가구 단위의 경제적 불안정성이 줄어들 수 있다는 점을 시사한다. 외환위기 이후 우리나라에서 사회적 위험의 수준이 증가하고 있지만, 소득변동성으로 측정한 경제적 불안정성은 낮아지고 있다. 본 연구는 이 같은 현상이 공적소득이전을 통한 국가의 역할이나 사적소득이전을 통한 민간의 역할 혹은 가구의 사회적 위험관리 능력이 증대해서가 아니라 근로소득의 안정성이 높아지고 있기 때문이라는 결과를 보여주고 있다. 계층별?근로형태별 분석결과, 저소득층의 소득변동성은 중?고소득층에 비해 상당히 높은 수준이며, 저소득층 내에서도 가구주가 직업이 없거나 직업이 있어도 고용이 불안정한 가구에서 소득변동성이 훨씬 높다는 것을 알 수 있었다. 이를 통해 임금 수준이 높지 않고 상대적으로 고용이 불안정한 저숙련 노동자 혹은 무직의 저소득층에 대해 적극적 노동시장 정책과 사회보장제도의 확충을 통한 사회적 위험관리가 강화되어야 한다는 정책적 시사점을 제시하였다.","The Social risk management framework suggests that a society can deal with increased economic insecurity by mitigating, preventing, coping risks through institutional arrangements, mainly government, market and family. Even though many empirical researches point out the level of social risks in Korea is soaring after the financial crisis in 1997, measured economic insecurity proxied by income variability at the household level has been decreased. This paper argues diminishing income variability in Korea is due to stabilized labor income, while rejecting other hypotheses which emphasize increased role of government or families in social risk management. Results of analysis by the level of income and the employment status of the household head indicate that the level of income variability in the low-income families is much higher than the high-income families and families whose heads are not working or have unstable jobs show higher income variability. Based on the research findings, this study suggests to strengthen social risk management by expanding effective active labor market policies and social security systems.","사회적 위험관리, 소득변동성, 저소득층의 경제적 불안정성, social risk management, income variability, economic insecurity of Low-income families",205 ~ 231,http://kiss.kstudy.com/search/detail_page.asp?key=3320227
